id,g_ref,g_id,name,phone,y_id,yelp_name,terrasse
1453,CoQBcgAAADbER_Iq_8oC8U3TmAWzSIRblhDYMGGxABaPtN3R-_JP9lxXXwcuumt9rXv0FcNEG32TRL8tQfBvIIU2SO8u0TcafAL47Iqdul46TOELxP_owkgDK9C5XIcATN5MlsKdWcEtCX1dmNfYNomnyUtf0juYVYh8E1tj0C7mzxbmGvyyEhB_aZz0NnWOlObt4UFFTmjWGhSgOozfZVP7kX3iP6BWKBPB0LqbaQ,9329768e530620bdebcf663fd765e02872821bd7,"Pizza King.Com","+33 1 48 33 09 99",,,
1454,CnRwAAAAXsrAmwS3CHFqRwgimNwTkxjQeizanADjSDe0ouNvxZl8f8Od1B1KEskDOzin8pbezdEtHNp3RjMUAlBtPpoF0C-7Klw3iKd2iKO7qdszkrDrVRGTmVUvOqPJ_kAY_unM8wlZ9ZEqeQh3oOiptCCHaBIQNYg6lSg6EibOZ5SY7yXxYRoU2euqd48416p6ZYedvUKpOL59hA8,a012281e85d3eab36799d67e083018cd980752b2,"Bistrot 1929","+33 1 46 36 73 60",DIWbQhpKrqbRhXpFrN4yUQ,"Bistrot 1929",
1455,CoQBdwAAAJ2IeznOy2V4Kzeq0AwJxbeDy51saCQ_rtl11xFccyLiOppoj4SwFUoPUyBcH4AM33vm4uYbSdet4LmL2yW2ou1ZN6B4qnURMazw_-F4E8bAn7C6yGrAzaXFQuDV0jT4fqjQmQKkQJdVZn4Intx5QDoa0qvsuwnnxRilQZupbcFiEhASj0R10l7uLlgEGEVEsLiIGhSdiiCiSW7Odgh5qBkGjX500eQ05g,5ce4918f09516f21781b184920ba6af881125669,"Quick de Beau Sevran","+33 1 43 84 33 88",,,
1456,CoQBeAAAAMnBYHm2Aimit-wnQE8KfnJvhPAS7mGj1OaQSmRWx1MwpO60KXhsliQRjQw053TxEVEcPv8eXKuGm4zXHPcJ69jZP2sNG7PlDUq3nPwp0PCyWKM0zG75ozImJFcDkhMRmHivel50LECnnNs9jDQ8afksZBR_y0EddabOoBPXk8MYEhB_rM3wzArsYe_FEShZjQAmGhSeZd2gN18loitbEfq6XKZjXkgj9g,33bac5560a8ef6218781443f116362fd3608486b,"Quick de Rosny Drive","+33 1 48 54 89 74",Gkoe01Mk0dgdqMxzCdyMug,Quick,
1457,CoQBcwAAAObIz6rl9X-NC1cAhMDMWKdBs37WdkcYQi_j2tEpEoB-rpBv2FTe2E8J-szlpHVnx5GOS7jh_qyzNAxkyGgylIOsbrE5H5-XNg5nN_Gj55bLzEWYNM4qa9bCdbcu-DMflrjz4bgRduTpIXgKYWm3pMWZjf9JOCvEZPThBK6UP9mlEhBCrx0nXorClqc1k7LIu3cpGhQfQ-BSYfHlvARQ5g2GsatYtBqTiQ,f363766cafa0c5243d3e9e7e21f8dced022a786e,"Le Palais de Fes","+33 1 48 67 12 00",,,
1458,CnRvAAAAHF7cGVzLh6ZlBunbwv5fedG8gmimh9Cnfc6nIXVlPj2hL_zzEbeMosOPCi-2hp4_G-2-cPHH5i_y1hgBM-kGgfY_73mm4OrAwwY52F-UhV65NBIEoO0XTpR7cfTllZCxtcTzeAeTbvOktXkP3-MOGRIQ2rL3Mo6U3oQcF2FdTvGNpxoUh_DCoePXKGrcLUsegYsAjfjhrHM,ba966f6fca280bc292a5383d7265b93cb5f9e77a,"Filipo et Co","+33 1 43 01 11 44",ovIe68jEZhCss85Mf5-o3w,"Filipo et Co",
1459,CoQBdQAAAFew1SqLsRWAWAitRk6mnEDOknKI_8cY2zW2oNFxd_wFU4L2QuZGemwnBxMMcAY3SpXCYrnhc03prq7Ri4P78xV1bjnum3L791wy1xPjJJlEGX6kMat_Ya05sh7vH7hQiyzm0RcplPUml5-mlgAtURwF8HErkjzN2eL_2Wb6jBmoEhBjLbix3kTAq97g5eWiboK6GhRbGS7Uc-A9lE0_HGHvnmxgq9qa5w,08ff9a1dd360fb021a856b951c57a1145f58734d,"Holiday apartment","+33 1 43 63 23 96",,,
1460,CnRsAAAA-TTw3w610faStIhzouxW8NzyFoiVX0UaxSqPLeL1Oyzzme0ZodbikRugVEHUXp2-n7OH6bk799YuBl2F9B_ZNyci9hJHb639fOAwS8ggB8Fsv0eiqjMqAohtVcFIGcCyAoy3Z-23jMIrgZqvRREHfxIQZjocO__AhQ2JllESzngNFhoUle6GIgsr8UCCjkESIgkD2StZ7Xo,aeb08b9ba64376f65214b2229b630ac0ff513b51,"La Marina","+33 1 42 01 36 26",mghi3qq2P2oDjocvo2muPw,"La Marina",1
1461,CoQBfgAAAKPQYTZwEbjyzMp-lU_cIRL1kTq0wrfh9npQ2oq7VVuSMeaviJtvQCgC7UMXy3h7GKhTSEMdsruggpauvRcxbjEoJNA87Fg1K80I4UKG97VcDG-fqFKBpiYpHFZGlE4H-D0rYr29PkgyLAYoocD6zQKQGgUHUpd8_0c-AB7PW5l5EhCU2Kj2UWwzDaerX5oUFZM1GhT2oDVDL6B3sqwen_kLaFBHzAmRXg,64e78130843931af9894e5d832fa5a95b5bfe757,"O'KYOTO OKYOTO Traiteur Jap","+33 1 40 31 74 79",,,
1462,CnRwAAAAi1-oC_yYJeEZ0gkc6FNtu3lzPzGRH0BBk1Qw_wbgzEDGX-sWnjxBGQ2nQMnbxzyit76O1Gs7rJJnXXtGot1nJ-fXAzMQVAo0ubDjWe8B-ybD29ozBUKBd61R1rEiIPSLGJ23Sd_0s2nwyWjoP33K6BIQSeFfoSaWo9AL3SR0CX1tDRoULXIuv0i8BuOU6taFZLAZ_kBC8aQ,c074f8ee7d3e96023f26d3d1c0aff4a1e1052cde,"New George's","+33 1 48 66 63 95",,,
1463,CoQBeAAAALgTthpy9lpjgdSHZM8wNH1PJ7gK2pU8uhSw_0ytgzOxTlkPIIKC-_B4z8yNzYGIF-yKIX_F2Y4VukE111GkPI01pOA_zbFwEwQq9plTU7GT3jzZmbQzrNeFbUAIuaJjKf2JbL8XTtxBZkoo740-1JvJ5zMvPMu8wuDjr_83kts3EhBy35-QraVrf6Df66Hbt0BoGhQ0xQIPlN-nks5bhzRWoVyGz-F4oA,f735ef066bb56a27051c891d362985e933c86bf8,"Le Five Football Club","+33 1 48 40 24 06",,,
1464,CoQBeAAAAGKwofoPDGoRgegB81KjaCRMIOQNvucRhXh3Jd4FI7bwF-SyciKbGoFzk6auwK1BMvwHJEL-ouZom7FTqzNp4uMdLPnqaca--qsOD7WWjHb1MowI45OBQQVkwokJuJ__2EVhSMz_ibhRp2U4dZR0IJ24uA0AESPTXYxOnvZ1nIC1EhCtze2UWvyP8CCEVBI5FkPnGhQV9aKuyRpe_FS12uabCzqDqCyVJw,7f411c48aa8dfb0f5a8e58e9b286e4565517fc7e,"La Villa Di Giovanni","+33 1 43 81 55 85",,,
1465,CnRmAAAAZNvxX1PJkwGwfehCCEu92AIHluH-CkBWs-YHbuE9dglnCXb_S2aWG5JRJ2_j8oqhdGXXb5eST5t7Vb6zxDO2Pzv3HIB4RmpT6xr3z5ha54WxSkKKaxMCac6m-oq6Frs9OA_R4LdpiLU51a4TXtYaQhIQQsdBHYnmOMQ7AB57roZTbBoUqZsdm-__Td1xncyLBIXHrJwzhqc,06455582f2fc83f38518d67705c5a9f6d1813365,KFC,"+33 1 48 49 71 99",,,
1466,CnRrAAAAOZmpWMsyQOt6_jlCm-nbbB80FvhI4-LsXuWJN87Sx_HcRfUxdnNeTdujtBiPq6AJtmYiYo33WLKP-wFfCsUfD9U2xIrsLlNb6iAzPMzbsf2mlNzWnqlVyLNqN2mDwaGBqP8EMkvaFNn7Pcj58tWMqxIQG7mMJ8aK6ww8E7nb3OaPRBoUR87ABnSirug3q6xRwKyUH2834uI,c69fd31d04fb904ef46549a4cb54ab5c09e65df1,Chalbens,"+33 1 40 33 48 01",f33K_Pefv8DC8Pvo3zZmaQ,Chalbens,0
1467,CpQBhgAAAAavtTg-ucrroXRd6sxlyaIr7mUfzGo5kBV6PnCLA_myMrYTpKFKU3Q6ucszwI928AIWG4I1b_U2pebD8FYroIKSUVvNILyJAHmJ3YkGUt9TB5624oYV07fBRqerCQD0tWEHck1PpNiMURPKq4S9xdhUtxvBWP7WY8cjCs-Ee15LDF5_m4M54zuNNGWO64X-LRIQu0cMbqwx7dVldCYdZoZjOBoUhhLLi19tNex-hrOW8q067AwCTPI,31b665477fdce7cef850c5e8e91e8f604264ffdf,"restaurant himalaya indien bobigny","+33 1 48 40 04 28",,,
1468,CnRvAAAAi2ViEV03w4NCL8QN9Lif9kKs_FyRvYzRwEaBq8xRLVd9FzTEA_18hf6ZU5ivT5mjRqG_rtGLuKCM-83jOjS7gwDow7eFtJzDKmo0UiU2IDotftHGpApVtt89qFgd5eXYptAeULfdJOQdcQagkiDMZhIQ4kH1BiYOCGaGmqyyRYSz-BoUyR_2Az4Mx4TdNRQf3GCwOEI95zI,1ea2b781e08fedb975dfa53ce1d2d755db58147e,"Pizza & Love","+33 1 42 00 42 42",dhNU-jmrNxZciSN6Mnatzw,"Pizza Uno",
1469,CoQBcgAAAOXnBIRSA2RnDKz57nOpVZkXqst8LSzcVrjTiQS7WTkxEuu5YeNUPfL_ANTsYRupW4KX3JXhuqYF3yhRy1IrcRdNWaX45tCyX6Wg5JsJFPnWGs-pffrY2yudVZgnc2F8WcticJNKFs7V3PAQokZqcFe5ull9jlxWpuhctsEiEqpjEhCruSeYvrqJfJPsbs2uijJkGhQmtTLHsLXkCa1IeSxnLBejuiwVog,2bccb548cd2a3bc9038fb2fc312f8681b338ce84,"Pizza Del Arte","+33 1 48 69 04 21",,,
1470,CnRwAAAA4picrxJXqUPCMEcAbPb_pT1SFnpisw_vKv-KUIrxxWs2krrqYu6fQAfvMqB0xV7UT1jD5lfe93x6fS7fsFuQI7hDfZbEDaeFEIDLdjNrmp22trlaIGOZYPOlfF4A2Wx_0WgsXCrZnpORun1tDgxHwBIQEVRsAnrrrB8cz6XpO7vXUxoULlMxN34YEwJdvDAiKzW5D4Dqyew,7fc0c9d2948ae77701260fe26596751d6201944a,"Le Mange Disc","+33 9 82 42 06 99",,,
1471,CoQBcwAAAArmXtNE_yrSqHYHA6VCcvm8X1GEVFjcfuQbWntOX_UYEbSEaSWIACaZdzuRdrjAdx4rYYVaRRUHl08WR6XeQOvXxBKbeyMSFGKVk7dJbFGIxP2t8_bAzr8JYrBn_PY3Bo0O2fQZ00hNbSuWE_7cxBWbe8O9JGflWEanCtvkrNblEhA84tScPlmUhyS2Zv7QxF4zGhQ0O8xnjIXGfTF5EVSHCDxc3GmmAw,8b72511b0f0cbddb6cac6003e1f7267b97ead537,"Le Carré Rouge","+33 1 48 55 05 80",,,
1472,CnRuAAAAGWW58xbfncpybrL8kSb7Z6wLY1eBWoG7ybJ7Rg-oDKg4qUOhg1Lpxt2iOvFBa6uPWpsffRXA0e66RLHVFVXCueXza6RG4WTORnXfQ8rU8bZqGrzhOaViEeXhp4zfUozV1ueTnofPPqlbZ-3N1QYS-RIQA1b5SNMP8O4vMMy4OnF6wBoUWnW_WgtFEtq_Od6_0xg4I_KXjjA,92c15526e8891872089d9159774e0ff38eb929eb,"Le Clairon","+33 1 43 64 66 84",QSAq6mzIhoBlIAAEMbXIWA,"Le Clairon",
1473,CpQBgQAAACv_xWlXUMAa0rAMtFFCkeVz4F7NgCgNgyEkR_gZN315_54pdNkC5e3OD8ZbmJpLsLV7j9gCWUpMprHtw2AxVgbM0OU3aFk5repj8H_7hJPSAwH9B_qpSVxARrgwPohg5DPNRYgj05oTjEuqD0P6vNsCBmnBHsmdlSZ-Q_zpqePp9oD2GCr66pgky1v4iM7T5xIQ1fwCltOVRSScK2fYqElirhoU4WJkFj3KoWqVYr-AEoUv7jaHFvQ,a6965334f63e59796a7f2dbd8ff269e53e555e43,"Restaurant Grill Courtepaille","+33 1 48 69 48 06",GhAPSVyqqCkoS66IElNkUw,Courtepaille,
1474,CnRtAAAA4w6AhSDvCHbFWFZSqQoLZNiN-b0VuLeVwjnjIZ2WQ0PgugfXSXTI49qR3Ap6hOcfGGfeQSAR0InBqd8zxwl38m_L_giSGL_uKq8TY_RyTzF_nxcfu3KtMmXwCnNUlKkJSV5BdlwbTapwT526WmuYLxIQSscJOP_tVtDF5bm6GrXlQhoU1BC7SdPyahyUiZEGIIFaIl55SKE,4e73014af8e53ea3c09d5b27d7388af94cf94223,"La Criée","+33 1 48 12 90 30",6ygMqQzz5w7IMoLcGbCEMg,"La Criée",1
1475,CoQBdQAAAObokp61yI7imxq7uA5nWO8WGEMOiAN47be7Tr6cwFnt6SlpUHnZ4KbXWSz3aGkgPTw9ehBDrCS5dEay06aR51nzXUegnTgxqn6woRNCIkma2n4uV0vxKKYYve1I9b0y-LzWGpv5MFpZuOJi0thdleXCD9KU2utmak4K6Ykufc1zEhDhrDzLPS0kO4UYfgwZ8yTxGhSspA8SGQi9nl6W216sX3V1TvCQ4A,f9b94349fd8782617e732e84da2fac6364a20803,"La Petite Marmite","+33 1 43 81 29 15",jAvcvV87Cg3-C4kjBy2dfg,"La Petite Marmite",
1476,CpQBhQAAALHjCPcLpxAVa7iFMMeQmc88ouy8-Ig-QXH9rUYB5EhuYWj5gRESP3cqYEN-zrmQkNARr4m2FeoYhfy--S_n_fymvEAWYbzDhSb22sZ3iJnmpJpLH6VooaF8Q4iDXYezDC2I_03DpvNumhJY4P5SxHpwZbo00rO4CXsaVI0k9wFCUPntxboBOaF_KiGfavmorhIQE0xoAzYYU4SRN4ugCYnp_BoU9h3PZs67RbK138viFRJnSPzM-RE,f40e67d866652e9f11b0ad2a6ad2af830a56858e,"Grill Courtepaille Rosny-Sous-Bois","+33 1 48 94 18 42",-RKgYIS7SAwhpwPH5SVqJw,Courtepaille,1
1477,CnRsAAAA8fdZFCC7bLfrPfjkxWTefj4C3AglszX08vZjfu97oJuHdvuZA_rohQkaoZirsKtYOEoX8KHn7jXG3-wB-nNg_pFM9Ny38wdJYLvR47ddIjRareH_8CZ9cPzDkLShwUT9QtFIz1Qt5VEMgzpNxzrkgxIQFW_3kn7BtQ7eSkl43zOMFBoU7TT5PNJ1hCG-3TwLimJJaNiiJRE,a98250a02e26178eba207e4c116d15e30553bcc4,"Taj Mahal","+33 1 48 40 31 69",,,
1478,CnRwAAAA4uobmM4YrX1XI4XeC1C0NqXAnt154-4e96qi5LjRUlY3lgllrgqcISJzQMcpTUB4CK-y73xWM88MVLBH7hll79gQyTzJHbGVySOGOsw2VQbS4Nce8Fx9cO3SHjSlryFPctOqGoAMfeMDswnclQp1FBIQ6dQNIgckjzBxxY2w3_FRoxoUxJfTSxHMvriqSWu_Fv2TlH9y4eo,cc3f7dd94c9a296f9d28c9b7b84445d593085bd2,"Délices Wok","+33 1 41 83 13 08",,,
1479,CnRuAAAATYiQES9qzo6BvXhAVsVCLaZR267OL0ER2almgmOM07SLz8drY0F6ziHN73lDknlCDx1FV7svzWy4XCwZVjzc4XB__SurU9Gzlxs2a_0bCA8E-kAQqabgw4h_4nPfuZqtRokQ57OkgTyAtFeyt7iH2RIQVgrOnqJLm6EWzLxnqFKKSxoUS4qZ8dZER7XrMVmgL1MsFW646Xg,dd4b9a412d36648092e2ae9de831cf1031443a8f,"Le Sarrasin","+33 1 48 94 33 71",0YC5tNxMXXqlVWRhr20-LA,"Le Sarrasin",
1480,CoQBdgAAAD2AQY4HaAo-vq4EH-BG15G5xH4W65OBPZQFaxbMmMaFozI_dXY_9IT3tob17d2bfXQ9JT27xgrYPJWyNLxYH8HBWnNxo8X8QKJZ6f3MkEmZ7X_bfh7E2Jhn3eW0LG5Sm0YJuJYulwUvDYVFpsgdqXA9VZnJfxdTzoNw0XiWqBq0EhDyGFwtFFeymrg1FCLzm28ZGhSjLEeWubfMN9BsIeTWobVhDgG47A,81e002d7d451c3970497ca042bbef3f4341f7641,"Bistrot du Boucher","+33 1 49 35 10 01",pINp0oonLv9HhyL2UVx6Wg,"Le Bistrot du Boucher",
1481,CnRqAAAA2Md1WXab2gyHcVxX2nk5UaZ1XAirmgqodKuQutN5g0lw9CLNyV7mzJWFAkvf7v72Tvg9O_laf6r8ZcOPhiRgAH8GnDWp_Gaw9cDs4VZbI3h2NCHTfMlsWO8pWGcDz_2RdpIg0Nptvd51gPLpSJe3UxIQRbypSdGNfzH4L0SaFH1PcRoUAz-KZM96sk3Gpd0bXrOkUR3UBZo,b01b6ef45a79d98b69dfb40a4f765eea0d004688,Subway,"+33 1 49 47 83 07",,,
1482,CnRwAAAAHgMD40VdXw1_wrzM5NvxS3nmQyCNiW5GHIlE6cqIGtefWHu6dDpkf5YDIvLa1x1Ix-CB32HAIbIQRzG_NjEL8hCkvgKsGOSOoI7xY8f7Owl9VlGGekolsC3iR6ytEYfITqPa-D1oNtGUr_Q0Gyrs4RIQbevu7fiudtZ_eYyaPqjx-RoUzVWGhIGxq6xRqlTKAeErZXY97Io,5506e48ddeaf38fb9ff24831866eb8e365c5c905,"Andiamo pizza","+33 1 43 63 12 42",,,
1483,CoQBcQAAAIYvhHi_l353UZrVwvjKR_3H8R2vhaEdpEwOEUUFaOct46rBiL_bUeH6BiuuTdQbaZLs3B01f5akYNYSRk0FFgiwiUzlwSqC-JnJBO6mBISK0o4eCdecSgsHINqHEjdI8w3W_XqprDmdrYE674JPrsei2-Ij4ZN2Bupn8cGnlBUZEhCrQInmvBzl97rZ-Yf76NI9GhQj0MlWkF2G2GDMDH_-cIo8o1cMiw,d6da5478c32dfc9c8a1ee57ae422927af75b4988,"Bar du Métro","+33 1 46 36 95 10",XSmHjj7rj6ZQd3XjXON0Vg,"Bar du Métro",1
1484,CnRvAAAAHS9ZgzrEOOFvbFHAoqmv-AmEBkwJIKLvyUy9dD_Eg3wtKkuapPDBuWhfhNrEUb1ALHTJyGR_CskLxLScGtmDUMyBFfcNuZI39vH_qo3BeUGDaU9Ejd2JY-n99B-ej5xNiu9stw2D_3cl-zP0uzEdARIQYVMyWZlbB7Gvbp-EUyXiBxoUf3VXmd8-N2BYadG1uP4GZlyDjPc,d34c5f30f06277738cb3fe1f021f15b29b5b08c6,"Café Martin","+33 1 46 36 82 35",LH4wHKKoCdFzfEfelPpp-w,"Cafe Martin",1
1485,CoQBdAAAABETCu7gSbe03Vpo6yRJg9skXLcwT1qOKPURDx3MgePN-q7R6r67iepM9qHk2atHYgRqV3GxbcxfhLd_8RxYHX9oqXwQQXcpMJH2nrBbzH73qrJ7NCKJ5hl1sm-Tme1-Y49s-oOOnZakpY2ELSxhXQmg9henDqRaybHPrumqdoZyEhBlqdCa0b0IlejakWZV28miGhRPeUmHranJyiZv6caUjrQwRrLZCw,5eeb8bb790078179e96127c02d2d92bc23e785a5,"Pizza Hut Drancy","+33 1 48 37 29 29",,,
1486,CnRuAAAAqIk4Xy4kvSFrYcRGniAiCNl6f0mviWuJIuUjdBLOh6UwLRa8YgOu0YBr59iQQTkuhy8ldVX2wcE9rKPhKD6UqN8UfwD88VNRjzfokMk0ha_ev_2PhvfZ1zaFwnGsuYoVlHMrMIqzxq3nHGZ2oMFbqhIQTvPsWem6XyH4OUOeFSwynBoUlBtVkDg7_YeWB_2x9JhNn7xPpAg,16b844124b4446c32b070fa095efcd3c9469df0b,"La Molisana","+33 1 48 31 31 13",,,
1487,CnRuAAAA9s9yGLEmJNY__9Wmr4yeioWnRjsmbgP_DWzwDGB2Az6aqi1pk-ZwFqyLM5N02sV67Lf1-HMGdah3GlxiQJGwUvDGOTcFk5vA3hyXH37RxDsRifrF2493K25TEFSSsZmZfqVxQBp3i38RFlQtoI-WvxIQ7Kw3D4nqHkWva5OdGciUYBoUMrN5pce80KeB0mznB5utQPb1n1o,68b5aeaa9cd9943da5aa46936ea5037c20bbad24,"Super Pizza","+33 1 48 51 60 60",,,
1488,CoQBeAAAADfLFyfTs0vrXcKVR3sbsWH9XxDof6AdR2ESwf1KBNXOJG8bNVl7l6TMGWdKZr_pRjRRgarTyfEt2utXlKFfzjBKEgdO0qSgPlyQdBuPhRiP0sRJHj21OWGjkw1UPrsEOgFL8iOPIQs-3TRmDdEeDBkBUZz_BhVAg0X3Z54V13u4EhAVYJvrCAhxreyDYrHJHLsZGhQHdI6cG6MtrdbxI3IFhCbL1DhQDg,225ea906c22f911c71c9e5f05f1c8b7b27f34d6d,"Le Parvis de Bagnolet","+33 1 43 62 01 81",,,
1489,CnRwAAAAEFkVSfNO0I-XVVH5h5mUx17kd2K4ZAENciDzUFX2sWO8HFsf6zMO3oN1fcf8BzHcGdV7BdrxFSjqYZBtT_FQN_NiVeu_LDsNobmCHwT91NYHnCD33fV7nlHIrF56Jrio_YSCpalV2yGuC_lTmMzO_BIQ1aLesexoJXtPj8ZRcqI_0BoUqSePXr6ywt2RV4WGJYttq1ZSbkw,0687b441451bdd6ec218c0c6966a5b9ce2a2173e,Hippopotamus,"+33 1 45 28 30 47",fJnVyJBYe4XgjOInvKx01g,"Bistro Romain",
1490,CoQBdAAAAP_WeG5ud7aRfrBZp9p2K3gmto1G2eXafwWmiQG8xPM9gb9ljejxjCWlgfGinXHY2icQPcADSatkm4hxHB66BhBKcyuhbN7k1hDC36B_C1g_HsH5EUV3EbFBaBVTJlHMNGlZiQXQmh3IwYCEfLqGal0v6qzZVKjsnbidShhBwpt8EhDvC10UveB1Xz57fr0L3hLkGhTOt1fJ6ekQQgVptonngGsTnYxlPw,c56d73688a85337a2901c0cc184164a947eca73c,"Pizzeria Genziana","+33 1 43 01 12 43",,,
1491,CoQBdgAAAJw_mbIFOEVcP-scgxK1Kng6aviZd7600VVFUKahYJEGneZxiMtfhAemU_wTEq5lGIK5gA2v6H478ljgUp_t73RDWHBYaez17W-PHZxgn_EWPI1OIwkEXcCrUTvTXwei_UhDi1TfOLEOedaK1Ktr4e8vc-uv7Rv5g6VZb5qyLM-REhD7YapKZgXZsA3JzNCjtKLcGhSOv0EvQEDXr5fyyVH3FneXbAZkwg,dcdc9c725434f44edf268890c3fa094364ce3731,"Eat SUSHI Le Raincy","+33 1 41 53 18 22",,,
1492,CnRtAAAAh5MqBb_BJrr4sJRO0Ga3pxoQfYqcp4k7SIDeGueoWkDPPjfR4UCKw3WdjNMbEdJA0QrvTLnpPbjp68JsL1XweF2lDPVqbEiuYG4fNkCHK0Woz4gppqC7Ty8ZoRzbxXmwVWy3cSjg-VIrgjep9ZlF3RIQRHJcuUnpqVE0P1hyu1BJcRoUULIgBgqUDQKS9nVzUteRpGo_DUs,ea77533ddc48cf8e7e150434b5376da5e7e36ddf,"Di Napoli","+33 1 48 68 63 29",,,
1493,CpQBjwAAAMpKT2NRy_h0h5ZpjGQV4AP0esaabe9O1DU40oMVKt0XcGGzYZRAUc67K0b0fa0_G-QQAnC_wDuhEACY0Uv0hnJ3H8zc7VYslUOOS6aT85A37QM2Ji3gMtkMLmUUbJviax4VsVK9IehsPL92Nd7diOvLaQQ03vJv00d7PaRKaXYjKXOXHde8TUu2GYtQEb3bHxIQJ4bgVFcllF9aHYJZCQlZrRoU_CK5MU1SDqle8QHVeKdrbswf5F0,81e7dd61ca1787316af57857dca0202e75c94fbf,"L'ETOILE D'OR restaurant salle de reception","+33 1 43 81 11 04",,,
1494,CpQBggAAAIHL9EEmmiVE_-3KR-IaCcx2VCTDCCtxY0cKCnJy5gUECgomiZd3LfcShF-VzLHDDh_2JO__ZpWraENvD0FKyy-5C3wfw77ZhSUvLVVwS8fSCdjAGfS5N5DdSl8RPdULlbMTVdbXrfUTh9HNBKCc3Vqn2gHW93RQoTHLhg2gtWRD_sEiaDGM_tT1TsMzHKCJ1RIQDYVzYFUD7AzOz-oT6dJJTRoUpJzD0DKOaxprjjbYA92rpK0_A7w,5a91e8d9a157bb985ae1df38629e136d3f9a7328,"Pizzeria Ristorante Luna Rossa","+33 1 48 40 49 80",MbUYqZBqp2vln2CVFfMd3w,"Pizzeria Ritorante Luna Rossa",0
1495,CnRrAAAAy3LHDD08kzd0JhxdUwessSUo89NREAkdsqAgIMjYdP5KaSK7QCSNCMUPcTp9lgi4xqsuhnI2iIpNUpbdHlWDpVLO6tkxIV7V5Sa87Pucx0x_mZ9H29rJy9BQofmJQr5oIYtwzAS6YZI8WY-WEkVBDBIQY6rwWnBV62bLQbOWxpWWpBoUrBcuLkqSJ342vAb7FMa-awhvFdo,3a423c77155b0f441b3e844886c2a08121e80582,"O Lisboa","+33 1 48 31 95 79",EM4xNIM1Y0rD0pWFrU2CMw,"o lisboa",0
1496,CoQBcQAAADS5n61C5kdaAJzJwBU7uf4ITJFqXayetEoQEgdkKk7Aj-JJKJp1iS9FJhStt9o3muMHEdFLPkm0MNh0hoK9ace77xNXBOPNE48X6yJiZshAHWthJ1azJs07tR460satzPNT24F6JtCaNVelAdUIMhgp9zzJ6eos97XTSGaCy12WEhBNPo5PiNfakP7rT5E9aAsvGhRnmpWzrUHlwYeIVeFr-6DZtIMgAw,1ee9c948ac192e5452e5086c33af7e4893ea28bc,"Le Royal Tokio","+33 1 48 69 57 10",5A-hCCysmCJ8dKrNMuHjPQ,"Le Royal Tokio",0
1497,CnRuAAAAnSDllTlagCiKp7MWXDDyFYQhrz6k9pZsB9Ue33bGgFa-rxWuiZ6OD-iUIbDgbCIZsgx9AZzkLp6Hj5oqgCe5cb5AZlhk-1YV3oh2fPxB4aEJhHvuQykT4RSmyaop-Os5WH9UPhgaSTP0MA6Uj5dZyhIQ7UaymayN6iZNHSN21AUAvhoUpbz2I7apBRWoVFGmIAbiY_f85_M,65b8dc3d2a7cb17fa04516162a01605843c7df41,"LeTaj Mahal","+33 1 48 65 58 12",,,
1498,CoQBcQAAAKsHt77WGejbbaYTjg93ZmFbs_J0SOb6mAFCJSy-06BaHN7XS6_HBR8AH5U7MOYLBm3inULe0Fi2fUNBmBEarW7Npjc1oY6AEVgadkgeeg_bUAD1q5DQrCBE2VjcpHdGHXkFHrIQVjijBOb03-61RqPDy0l9m24DYq4xVcLDJ2O-EhDMwiKmNTVdUZiIyKWMtGvzGhSIlOsyZENnbnzLwVh1EKb8HESDBA,c050f998504e4a681ec530b8a4b1ceeb00db9f5a,"Stadium Pizza","+33 1 48 79 11 16",,,
1499,CnRsAAAA801SwYAraJrmFHh33Oi4qDwKZ-SJrJNgHTvxZ8YyaF4CXtCCpnp0Fm2yenB6wxL1eaNT_0UlWSi3iWuGMSrNMRFL04VHL7ztbUsaRsiFaYFDVqJ4MP4s1_fXfbKDGF3svfHOuH6rL4TTC5hQG7EXhBIQs-K0rWxsb3laEJ8AJT3ShxoU5vdfEucns-Wu-Nut_rFGsjurcs0,922a000fd738804ab0707c22412e62e20a6444bf,Brunello,"+33 1 48 31 10 32",,,
1500,CnRuAAAA8inO9YaC99o29kblPlqsukoErOU4vn3Yh8GDL24sY5iW-83aAKUSUpW1OV9Thy9sNvj8jzyuKCPl5C07vSZXcF63WBsAK_TMY1olGp2gRrTogwJ_pO8nff38f-Cn14c353QNP8fU83m63TBaCJhuqRIQQ-LCFYvsZnEQG-_kV7xoshoUFGmn1mG1DifvToDjFcP-ak5jYVw,2da894aa346358b44e8bcbc975438c530b7353af,"Le Mercure","+33 1 46 36 64 13",,,
1501,CoQBdAAAAAyyI-LCAm9s4Ac0diO2Z5GZajYejTyS1OmSsRRvMf00WXB4RkfgbYl39g8FBq9y7_QVMZPrGdMU_JGtm8g3FXZ_FL4Cfk11JZKjIfWXsCwn7hUcEWRwCaCFTNI97P-fF-AvP8j4xZd7Gr4I7fmJXW608bR1BKzjBn0GmhCGpiSREhCI4QxF1DpTpkiWoyfat8jNGhRSLnhKgVgmWBF0UVx0R3SSG9TWcA,c898c310fa7ca2eccfc5e11e416e9aad14186662,"Boulangerie Paul","+33 1 48 45 23 43",NtKTLWlNexG-0U4J-mAoHA,"Boulangerie Paul",
